alaika,pala,asmenot,asmela,elkot,kumu,supu,rkyks,rkkot,raja,ahtas
1,105,24000,24000,2,0,2,2.89999961849997,156500,0,2
9,55,5328,5328,1,0,2,1,74500,0,2
1,82,4920,21920,1,0,1,2.69999980929995,125000,0,2
3,100,6180,24380,2,0,1,2.39999961849997,169000,0,2
4,80,20400,20400,2,0,2,2,74500,0,2
14,79,7704,7704,1,0,2,1.69999980929995,100000,0,2
5,105,19800,39800,2,0,1,2.39999961849997,169500,0,3
12,75,5952,12352,2,0,2,2.69999980929995,111500,0,2
5,75,7416,24416,1,0,2,3.69999980929995,122000,0,1
5,54,6480,18480,2,0,1,2.19999980929995,112500,0,1
2,71,6720,29720,2,0,2,2.19999980929995,110500,0,2
1,35,8400,8400,1,0,2,1,42000,0,2
11,130,6480,56480,2,0,2,2.69999980929995,138500,0,2
19,120,9984,12634,2,0,1,3.79999923709998,179000,0,2
6,56,10800,10800,2,0,1,2.19999980929995,102000,0,2
0,72,6348,6348,2,0,1,1,50500,0,3
0,35,6000,6000,2,0,2,1,33000,0,2
1,20,6192,6192,3,0,2,1,7500,1,2
5,120,4800,4800,2,0,2,2.19999980929995,95000,0,2
26,70,5880,5880,2,0,2,2.39999961849997,90000,0,2
3,62,15000,15000,2,0,1,2.69999980929995,89500,0,1
25,61,6000,6000,1,0,1,2.69999980929995,128000,0,2
6,72,4500,4500,2,0,1,3.89999961849997,100500,0,1
11,70,6240,7040,2,0,2,2.89999961849997,120000,0,2
2,61,6000,6000,1,0,2,2.19999980929995,73500,0,2
6,70,15600,15600,2,0,1,2.89999961849997,114000,0,2
6,220,11700,51700,1,0,1,4.59999942779998,195000,0,2
60,95,6504,6504,2,0,1,2.39999961849997,102000,0,2
1,62,12744,22844,1,0,2,2.69999980929995,92500,0,1
42,240,24000,24000,2,1,1,4.29999923709998,145500,0,2
22,64,8400,8400,1,1,2,1.69999980929995,66500,0,2
2,24,6048,6048,2,1,1,1.69999980929995,78000,0,1
34,150,2988,2988,2,1,2,2.39999961849997,104000,0,3
17,130,4392,4392,2,0,1,2.19999980929995,82500,0,3
36,150,1620,1620,1,0,2,3.79999923709998,163000,0,1
65,80,3720,3720,-9999,0,2,1.69999980929995,58500,0,3
2,22,6276,6276,1,0,2,1,15000,1,1
50,60,240,240,1,1,2,1,24500,0,2
0,60,10272,10272,2,1,2,1.69999980929995,42500,0,2
35,210,3684,3684,1,1,1,2.19999980929995,96500,0,3
10,69,20040,20040,2,1,1,2.69999980929995,88000,0,2
1,60,5844,5844,2,0,2,1,12000,1,2
26,86,7800,8360,1,1,1,2.39999961849997,95500,0,2
40,56,6000,6000,2,1,2,2.39999961849997,139000,0,2
26,78,5712,17140,2,1,2,1.69999980929995,67000,0,2
5,59,8532,18932,-9999,1,2,1.69999980929995,59000,0,2
2,12,3720,3720,2,1,2,.5,7000,0,1
20,75,8652,8652,2,0,2,3.09999942779998,177000,0,2
10,70,8760,32760,2,0,2,2.19999980929995,109000,0,2
5,75,17376,17376,1,0,2,2.69999980929995,88500,0,2
9,90,5736,7501,2,0,2,2.69999980929995,131000,0,2
33,80,21720,24720,1,0,2,1.69999980929995,83000,0,2
40,100,3600,3600,1,0,1,1,60500,0,3
5,103,3000,26500,2,0,1,2.69999980929995,106000,0,2
22,100,6360,6360,2,0,2,1.69999980929995,67500,0,2
10,45,4680,18180,1,0,2,2.69999980929995,95000,0,2
10,100,7368,12968,2,0,1,3.59999942779998,154500,0,2
24,70,5748,5748,2,0,2,1.69999980929995,65000,0,2
13,92,1020,5420,3,0,1,1.69999980929995,55500,0,2
3,61,3240,29740,1,1,2,2.19999980929995,98000,0,2
10,131,5160,8360,2,1,1,2.39999961849997,181500,0,3
10,86,4440,7470,2,1,1,2.89999961849997,138000,0,2
3,50,5976,5976,2,1,1,1.69999980929995,95000,0,2
2,71,15072,15072,1,1,1,3.39999961849997,111000,0,1
22,120,1200,1200,2,1,1,3.79999923709998,181500,0,3
14,119,7200,20700,2,0,1,2.39999961849997,132000,0,3
12,78,12000,12000,2,0,1,2.69999980929995,111500,0,2
40,102,840,840,2,0,1,3.09999942779998,73500,0,2
18,46,10068,10068,3,0,2,1.69999980929995,59500,0,2
10,24,3000,3000,2,0,2,1,33000,0,2
0,40,4680,4680,3,0,1,1,51500,0,2
4,24,5904,5904,1,0,1,1,7500,1,2
9,103,16068,16068,1,0,2,2.69999980929995,144000,0,2
5,39,3900,11400,3,0,2,1,50500,0,2
25,10,2520,2520,3,0,1,1,23500,0,1
0,62,5616,29616,3,0,2,1.5,100500,0,2
16,52,4236,4236,1,0,2,1.69999980929995,72500,0,2
26,70,12000,12000,1,0,2,2.39999961849997,117000,0,2
3,30,2820,62820,1,0,1,2.19999980929995,63000,0,1
0,75,20580,32580,2,0,2,1.69999980929995,119500,0,2
4,40,9000,25000,2,0,2,2.19999980929995,85000,0,1
5,95,7200,7200,3,0,1,2.39999961849997,114000,0,2
17,90,9600,9600,1,0,1,2.39999961849997,90500,0,2
25,37,7200,7200,2,0,2,1.69999980929995,86000,0,2
1,140,24000,24000,2,0,1,4.09999942779998,124500,0,2
9,60,9960,16620,1,0,2,2.69999980929995,108500,0,2
10,70,10332,10332,2,0,1,1.69999980929995,53000,0,2
20,88,14004,14004,2,0,2,2.39999961849997,121000,0,2
10,72,12768,12768,2,0,2,2,67500,0,2
0,60,5904,5904,2,0,2,1.69999980929995,81500,0,2
2,33,3108,11376,2,0,1,1.69999980929995,72000,0,1
6,116,8040,13040,2,0,1,2.69999980929995,148500,0,2
3,119,11124,40624,2,0,2,2.69999980929995,129500,0,2
38,50,4032,4032,1,0,1,1.69999980929995,65500,0,2
10,50,10800,10800,1,0,2,2.69999980929995,111500,0,1
7,60,4320,4320,1,0,2,1,30500,0,2
12,98,11760,11760,2,0,1,2.39999961849997,139000,0,2
14,59,6864,6864,2,0,2,2.69999980929995,106500,0,1
2,76,5160,29660,2,0,2,2.19999980929995,114500,0,2
13,140,12000,15900,3,0,1,2.89999961849997,124500,0,2
11,84,19800,19800,1,0,1,3.89999961849997,132500,0,1
3,78,8400,8400,2,0,2,2.39999961849997,77000,0,2
34,76,8400,8400,2,0,1,1.69999980929995,77000,0,2
2,83,4800,26800,2,0,2,3.09999942779998,119500,0,2
20,30,600,600,2,0,1,1,54000,0,2
3,60,12000,12000,1,0,1,2.39999961849997,84500,0,2
13,107,7020,14520,2,0,2,3.09999942779998,87500,0,2
7,102,4140,10830,1,0,2,2.69999980929995,106000,0,2
8,120,5520,17820,1,0,1,3.39999961849997,145000,0,2
3,107,6108,44868,1,1,1,2.39999961849997,124000,0,2
0,58,8208,23708,1,1,1,1.69999980929995,89000,0,2
34,100,5256,5256,1,1,2,1.69999980929995,48000,0,3
11,120,7800,25800,2,0,2,3.39999961849997,128500,0,2
0,75,8004,31504,2,0,2,2.69999980929995,116000,0,2
2,27,6000,6000,3,0,1,1,26000,0,1
1,62,14760,14760,1,0,2,2.19999980929995,91500,0,2
4,59,4680,4680,1,1,2,1.69999980929995,47000,0,2
57,65,240,240,2,1,1,3.59999942779998,45000,1,1
1,59,15192,15192,2,1,1,2.69999980929995,102000,0,1
3,46,10320,10320,2,1,2,1,48500,0,2
13,120,960,960,2,1,2,3.19999980929995,120000,0,2
34,75,1200,1200,2,1,2,2.39999961849997,60000,0,2
1,44,5340,23840,2,0,2,2.19999980929995,79000,0,1
18,53,7056,7056,3,0,1,1.69999980929995,85500,0,2
30,50,6000,6000,2,0,1,1.69999980929995,71000,0,2
12,30,5640,5640,2,0,2,2.69999980929995,88500,0,1
5,70,6120,18120,1,0,1,2.19999980929995,135500,0,2
21,100,6240,6240,1,0,1,1.69999980929995,114000,0,3
5,95,6000,38500,1,0,2,3.59999942779998,143500,0,2
0,105,5160,25660,2,0,1,2.19999980929995,104500,0,2
12,112,5880,11880,1,0,2,2.89999961849997,107500,0,2
8,117,3960,47460,1,0,1,3.09999942779998,184500,0,2
4,70,6000,6000,2,0,2,1.69999980929995,107500,0,2
6,35,2100,2100,2,0,2,2.19999980929995,77500,0,1
40,70,10824,10824,2,0,2,3.09999942779998,133500,0,2
3,70,5400,45400,2,0,2,2.19999980929995,123500,0,2
6,76,15348,15348,2,0,1,2.69999980929995,58500,1,2
12,120,5880,30880,1,0,1,3.89999961849997,119000,0,2
7,56,4068,24468,1,0,1,3.39999961849997,146500,0,1
4,76,5760,17760,2,0,2,1.69999980929995,102000,0,2
9,74,4800,4800,1,0,1,1.69999980929995,83000,0,2
3,35,8880,8880,3,0,2,1,44000,0,2
5,163,9300,31300,1,0,1,2.89999961849997,167500,0,2
6,77,13200,16592,2,0,2,2.19999980929995,82000,0,2
7,57,11592,11592,1,0,1,1.69999980929995,59500,0,2
14,70,15600,15600,2,0,1,3.09999942779998,165000,0,2
12,125,7200,27200,1,0,1,2.69999980929995,179000,0,3
19,100,4800,4800,2,1,2,3.39999961849997,89000,0,2
0,60,7200,7200,2,0,1,1,6500,1,2
63,87,1440,1440,1,1,1,1.69999980929995,93500,0,3
20,120,4560,15560,2,1,1,1.69999980929995,85500,0,3
4,60,12960,12960,2,0,2,2.69999980929995,107500,0,1
33,57,3840,3840,1,0,2,1,54500,0,2
30,100,3600,4600,1,0,1,1.69999980929995,99500,0,2
18,100,7200,7200,1,0,1,2.89999961849997,81000,0,2
32,72,8940,8940,1,0,1,1.69999980929995,112000,0,3
30,90,3000,3000,1,0,2,1,29500,0,2
40,90,3840,4740,1,0,1,1.69999980929995,48500,0,3
9,130,6240,18240,1,0,2,3.89999961849997,118500,0,2
20,80,9000,9000,2,1,1,2.39999961849997,114000,0,2
60,30,360,360,2,1,2,1,17000,1,2
0,59,12276,12276,1,0,1,1.69999980929995,83500,0,2
37,42,600,600,1,1,2,1.69999980929995,42000,0,2
9,49,10320,10320,2,1,1,1.69999980929995,110000,0,2
26,97,5220,5220,1,1,2,1.69999980929995,72000,0,3
25,99,7200,30200,1,1,2,1,84000,0,3
0,110,4008,4008,3,0,1,1.69999980929995,53000,0,3
0,35,9792,9792,2,1,2,1,38500,0,2
71,40,1500,1500,-9999,1,2,2.19999980929995,75000,0,2
7,120,8400,32400,1,1,2,2.89999961849997,185000,0,3
14,70,3600,3600,1,1,1,2,73000,0,2
6,120,7860,7860,1,1,1,2.19999980929995,189000,0,2
4,170,3720,29020,1,1,2,2.69999980929995,115500,0,2
5,49,10992,10992,2,1,2,2.19999980929995,69000,0,2
30,110,720,720,2,1,2,3.39999961849997,72000,1,2
23,90,9252,22252,1,0,1,2.19999980929995,154000,0,2
36,75,11352,18552,2,0,1,2.69999980929995,86500,0,2
6,51,5160,5160,-9999,0,1,1.69999980929995,48500,0,2
12,107,3144,8744,1,0,1,2.89999961849997,155500,0,2
2,53,5112,5112,2,0,1,1,24500,0,2
40,155,4392,4392,1,1,1,1.69999980929995,100500,0,3
3,76,11616,14016,2,1,1,2.19999980929995,98000,0,2
1,130,3540,55540,2,1,2,2.69999980929995,70000,0,3
5,66,7560,52560,1,1,2,1.69999980929995,158500,0,2
34,70,4680,4680,2,1,1,1,29500,0,3
2,58,15312,15312,1,1,1,1.69999980929995,111500,0,2
31,121,2424,2424,2,1,1,3.09999942779998,101500,0,2
15,100,876,6401,2,1,2,3.39999961849997,111000,0,2
70,53,3648,3648,2,0,2,1.69999980929995,57000,0,2
24,80,7800,18550,2,0,2,2.39999961849997,106000,0,2
23,81,9000,10500,1,0,2,2.69999980929995,113500,0,2
37,88,10800,55650,1,0,2,3.19999980929995,167500,0,2
13,81,1800,14800,1,0,2,1.69999980929995,96000,0,2
5,138,19200,89200,1,1,1,3.39999961849997,78500,0,2
24,61,11400,11400,2,1,1,2.19999980929995,65500,0,2
0,86,20400,20400,1,1,1,3.19999980929995,92500,0,2
4,70,13200,13200,2,1,1,2.19999980929995,98000,0,2
46,25,2556,2556,-9999,1,2,1,23500,0,2
24,25,2400,2400,2,1,2,1,27500,0,2
37,70,5820,5820,2,1,2,1.69999980929995,64000,0,3
36,112,6348,6348,1,1,1,1.69999980929995,69000,0,2
20,150,18000,18000,1,1,1,4.49999904629995,186000,0,2
5,137,960,19960,2,1,1,2.89999961849997,114500,0,2
23,118,8400,8400,1,1,2,1.69999980929995,73500,0,2
4,56,11328,11328,2,0,1,2.19999980929995,97000,0,2
4,37,3600,16600,2,0,1,1,41000,0,2
33,232,0,0,2,0,2,1.69999980929995,87000,0,3
9,97,5028,5028,2,1,2,1.69999980929995,50500,0,2
42,215,6600,6600,2,1,1,3.89999961849997,115000,0,2
23,120,1944,1944,1,1,1,1.69999980929995,59500,0,3
1,90,4200,21000,1,1,1,1.69999980929995,122000,0,3
14,110,10800,31200,1,0,1,2.39999961849997,175500,0,2
16,145,18000,39000,2,0,2,2.19999980929995,124000,0,3
19,48,10824,10824,2,0,1,1.69999980929995,48500,0,2
5,70,6144,12486,3,0,1,2.39999961849997,93500,0,2
9,102,3660,16660,1,0,2,2.89999961849997,100500,0,2
0,47,11196,11196,2,0,2,1,37500,0,2
4,64,4920,5870,2,1,1,1.69999980929995,75500,0,2
40,130,3540,3540,1,1,1,1.69999980929995,69500,0,3
36,72,4596,4596,2,1,1,1.69999980929995,33500,1,3
25,75,480,480,1,1,2,3.09999942779998,137000,0,2
48,150,7740,8990,1,1,2,3.79999923709998,121500,0,2
20,120,5532,5532,2,1,2,3.89999961849997,160500,0,1
10,120,3720,3720,1,1,1,1.69999980929995,51500,0,3
83,40,0,0,-9999,1,2,1,24500,0,2
65,56,744,744,2,1,2,1,21500,1,2
3,119,9000,33900,2,1,2,2.69999980929995,99500,0,2
24,100,13800,13800,1,1,2,3.09999942779998,153500,0,3
16,130,9672,24672,1,1,1,2.89999961849997,153000,0,2
10,56,2340,5840,2,1,2,2.89999961849997,80000,0,1
24,108,2004,7004,2,0,1,2.19999980929995,116000,0,2
2,70,8400,23578,1,0,2,1,65000,0,3
15,176,7800,27800,1,0,2,2.89999961849997,140500,0,2
18,120,3960,6560,1,0,1,2.19999980929995,159000,0,3
28,117,7200,29200,1,1,1,2.19999980929995,92000,0,2
3,72,6036,6036,1,1,2,3.09999942779998,164500,0,2
6,120,7284,7284,2,1,2,1.69999980929995,129500,0,3
14,72,6480,6480,2,1,1,1,54500,0,3
38,76,3420,3420,2,1,1,1.69999980929995,79500,0,3
4,60,13200,13200,2,1,1,2.19999980929995,96000,0,2
59,156,1800,9978,1,1,2,3.09999942779998,112000,0,3
13,120,1080,1080,1,1,2,2.69999980929995,88000,0,2
61,60,3120,3120,1,1,1,1.69999980929995,85000,0,2
59,62,360,510,1,1,1,1.69999980929995,56000,0,3
63,111,6924,6924,1,1,1,2.39999961849997,104000,0,3
9,165,9000,44000,1,1,1,2.69999980929995,154000,0,2
13,70,5580,13580,1,0,1,2.19999980929995,115000,0,2
12,76,12300,12300,1,0,1,2.39999961849997,87000,0,2
3,73,5616,5616,2,0,1,2.69999980929995,76000,0,2
8,120,4200,44200,1,0,1,2.39999961849997,132000,0,2
7,76,14244,14244,2,0,1,2.89999961849997,71500,0,2
8,120,6000,18500,2,0,2,2.89999961849997,121000,0,2
45,86,5100,5600,2,1,2,1.69999980929995,72500,0,2
12,88,2160,10660,1,1,1,1.69999980929995,83000,0,2
2,61,1476,81476,2,1,1,1.69999980929995,92500,0,2
58,86,684,684,2,1,1,1.69999980929995,54000,0,2
39,79,16680,16680,2,1,2,2.89999961849997,97000,0,2
37,250,1800,7800,1,1,1,2.69999980929995,174500,0,3
20,112,6864,17954,2,1,1,2.89999961849997,135500,0,2
9,119,7428,41127,1,1,1,3.39999961849997,129000,0,2
1,52,9612,9612,2,1,2,2,64000,0,1
37,74,6564,6564,1,1,2,1.69999980929995,65000,0,3
31,140,2040,14433,2,1,2,3.39999961849997,116500,0,2
11,94,9120,21120,1,1,1,2.39999961849997,102500,0,2
61,144,4560,4560,2,1,1,1.69999980929995,84000,0,3
4,120,6600,36600,1,1,1,2.69999980929995,124500,0,2
17,164,5640,31640,1,1,1,2.89999961849997,141000,0,3
10,160,5220,5220,2,1,1,3.19999980929995,110000,0,2
10,78,6024,6024,2,1,1,1,115500,0,3
28,110,6000,18524,2,1,1,1.69999980929995,95500,0,3
26,150,5400,19400,2,1,2,3.59999942779998,140000,0,2
32,132,7620,7620,1,1,1,1.69999980929995,74500,0,3
4,80,5340,23820,2,1,1,2.19999980929995,60000,0,2
2,75,6300,31300,2,1,1,2.19999980929995,163500,0,2
0,75,6120,8620,1,1,2,2.19999980929995,131000,0,2
15,120,3912,18912,1,1,1,2.69999980929995,119500,0,2
2,66,14160,14160,2,1,2,1.69999980929995,67500,0,2
12,60,14400,14400,1,1,2,1.69999980929995,98000,0,2
11,125,6888,6888,1,1,2,2.69999980929995,114000,0,2
38,110,3720,7120,1,1,1,2.39999961849997,75000,0,2
44,240,11496,41496,1,1,1,2.39999961849997,115000,0,3
21,100,6252,6252,2,1,1,3.09999942779998,183000,0,2
1,35,5400,5400,2,0,2,1,10500,1,2
27,139,1560,7860,1,1,1,1.69999980929995,77500,0,2
11,56,2172,2172,1,0,2,1.69999980929995,50500,0,2
14,70,10800,10800,1,0,2,2.69999980929995,124500,0,2
16,70,9600,9600,1,0,2,1.69999980929995,104500,0,2
25,105,20400,20400,1,0,1,1.69999980929995,77000,0,2
38,182,1320,51320,1,1,2,1.69999980929995,45000,0,3
17,79,3240,3240,2,1,2,2.19999980929995,98000,0,2
42,45,4272,4272,1,1,2,1.69999980929995,47000,0,2
0,78,5352,5352,2,0,2,1,9000,1,2
15,143,5304,19604,2,1,1,2.69999980929995,150000,0,2
2,60,18000,18000,1,0,2,2,72500,0,2
1,61,7200,7200,2,0,1,1,68000,0,2
0,75,18000,18000,2,0,2,2.89999961849997,94000,0,2
6,118,5400,20400,2,0,1,2.69999980929995,133500,0,2
21,48,3036,3036,2,1,2,2.39999961849997,73000,0,2
4,80,6180,63580,1,1,2,2.19999980929995,139500,0,2
20,52,4368,6718,1,1,2,1,57500,0,2
3,95,13716,22069,1,1,1,2.69999980929995,98500,0,2
53,130,3600,3600,1,1,2,2.39999961849997,96500,0,3
18,100,2496,2496,1,1,1,2.39999961849997,100500,0,3
0,43,12336,12336,1,0,2,1.5,38500,0,2
51,85,1992,1992,-9999,1,1,1,7000,1,3
56,58,7860,7860,1,1,1,1.69999980929995,54500,0,2
59,100,5196,5196,-9999,1,1,1.69999980929995,49000,0,2
10,130,6396,18396,2,1,1,3.19999980929995,109000,0,2
1,33,2220,2220,1,0,1,1,11500,1,2
50,45,0,0,-9999,1,2,1,28000,0,2
3,110,14400,40650,2,0,1,2.69999980929995,107500,0,2
4,51,4200,17880,1,0,2,1.69999980929995,111000,0,2
10,90,3492,33492,1,0,1,2.69999980929995,129000,0,2
15,110,8364,8364,2,0,1,2.39999961849997,105000,0,3
17,100,9600,19700,2,0,1,2.89999961849997,127000,0,2
24,54,9120,9120,2,0,1,1.69999980929995,89500,0,2
38,116,5004,23004,2,0,1,2.69999980929995,140000,0,2
7,56,7800,7800,1,0,1,1.69999980929995,87500,0,2
3,105,3828,63828,2,0,1,2.69999980929995,140500,0,2
35,88,5616,6216,2,0,2,1.69999980929995,48500,0,2
19,99,2376,2376,1,0,2,2.39999961849997,144500,0,2
0,93,18672,18672,2,1,1,2.39999961849997,42000,1,2
15,144,6840,6840,2,1,1,1.69999980929995,98000,0,3
50,55,720,720,2,1,1,1.69999980929995,47500,0,2
4,120,4680,14680,1,1,1,1.69999980929995,106500,0,3
70,68,600,600,1,1,2,1.69999980929995,65000,0,2
47,80,0,0,2,1,2,1.69999980929995,60500,0,3
28,105,11688,11688,1,1,2,2.69999980929995,64500,0,2
0,34,10800,10800,2,0,2,1,11000,1,2
0,60,2040,9840,1,0,2,1.69999980929995,42000,0,2
71,84,5160,20160,2,1,1,1.69999980929995,85500,0,2
30,50,1200,2320,2,1,2,1,42500,0,2
6,138,7800,62800,1,0,2,3.89999961849997,148500,0,2
44,88,1200,16200,1,0,1,2.69999980929995,140000,0,2
20,120,11880,14880,2,0,2,2.39999961849997,118000,0,3
18,120,7716,10441,1,0,2,2.69999980929995,310000,0,2
38,51,5916,5916,2,0,2,1.69999980929995,69000,0,2
13,120,7560,8360,2,1,2,3.19999980929995,109500,0,2
14,80,8004,38004,1,1,2,2.89999961849997,228500,0,2
6,121,9660,18160,2,1,1,2.19999980929995,163000,0,2
0,32,10056,10056,2,1,2,2.19999980929995,78500,0,1
21,98,7020,7020,2,1,1,3.09999942779998,135000,0,2
40,120,9600,19600,2,1,2,2.89999961849997,186500,0,2
10,126,7380,41180,2,1,2,1.69999980929995,171000,0,3
29,150,3960,3960,2,1,1,3.59999942779998,214500,0,2
10,100,3600,3600,1,1,2,3.09999942779998,172500,0,2
17,80,4944,15944,1,1,2,2.89999961849997,96500,0,2
1,25,4884,4884,-9999,1,2,1,23500,0,2
31,63,10800,10800,2,1,2,1.69999980929995,86500,0,2
46,140,1404,1404,1,1,1,1.69999980929995,81000,0,3
67,90,2160,7682,2,1,2,1.69999980929995,63000,0,3
71,82,6612,6612,1,1,2,1.69999980929995,47500,0,2
67,76,6132,6132,3,1,1,1,30000,0,3
-9999,10,0,0,-9999,1,1,1,28500,0,-9999
76,75,3348,3348,2,1,1,1.69999980929995,48500,0,2
46,88,6540,6540,2,1,1,2.39999961849997,108000,0,3
1,46,2400,5700,2,1,1,2.19999980929995,91000,0,1
23,60,1500,1500,2,1,2,2.39999961849997,124500,0,2
2,35,3000,21500,3,1,1,1,52500,0,2
10,62,10764,10764,3,1,2,2.19999980929995,72500,0,2
0,114,9600,27600,1,1,2,3.19999980929995,23000,1,2
42,70,840,840,2,1,2,2.39999961849997,86000,0,2
27,100,4200,4200,1,1,1,2.19999980929995,57000,0,3
15,50,12000,12000,3,0,1,1.69999980929995,51500,0,2
14,130,4200,9200,2,0,1,2.69999980929995,149500,0,2
0,60,15000,15000,1,0,1,2.69999980929995,110500,0,1
6,120,5280,23280,2,0,2,2.69999980929995,133000,0,2
4,100,5100,27100,1,0,2,2.19999980929995,127500,0,2
0,35,10800,10800,2,1,1,1.69999980929995,13000,1,2
4,45,3780,13280,2,0,2,1,38500,0,2
0,55,5976,5976,2,0,2,2.39999961849997,135500,0,2
46,53,4368,4368,1,0,2,1,24000,0,2
1,96,2352,32352,1,0,1,2.69999980929995,156000,0,2
4,59,12000,12000,1,0,2,2.19999980929995,53500,0,2
1,47,3120,22520,1,0,2,1.69999980929995,78000,0,2
1,40,3960,3960,2,0,2,1.5,77000,0,2
5,34,2244,2244,2,0,1,1.69999980929995,41500,0,2
15,100,8520,8520,2,0,1,3.79999923709998,189500,0,2
23,20,3600,3600,2,0,1,1,42500,0,2
17,68,9312,9312,3,0,1,1.69999980929995,108000,0,2
10,71,6600,6600,1,0,1,2.39999961849997,138000,0,2
0,33,12000,12000,2,0,2,1.69999980929995,37000,1,1
2,114,4632,31532,1,0,2,3.19999980929995,101500,0,2
1,34,7440,32440,1,0,2,1.69999980929995,92000,0,1
20,76,7380,7380,-9999,0,2,1.69999980929995,108000,0,2
13,80,12000,12000,2,0,2,2.69999980929995,113500,0,2
2,59,5400,18200,1,0,2,1.69999980929995,111500,0,2
1,52,10200,10200,2,0,1,1.69999980929995,107000,0,2
19,94,12600,12600,2,0,1,3.59999942779998,131000,0,2
1,47,9600,9600,1,0,2,1.69999980929995,79000,0,2
15,57,3900,18900,1,0,1,1.69999980929995,101500,0,2
2,44,5664,33664,1,0,2,2.19999980929995,100000,0,1
1,100,9600,14100,1,0,2,2.69999980929995,150000,0,2
12,49,5160,5160,2,0,1,2.69999980929995,101000,0,1
4,54,8544,16744,3,0,2,1,79000,0,2
1,52,13440,13440,2,0,1,1.69999980929995,82500,0,2
4,82,13560,13560,2,0,1,3.19999980929995,104000,0,1
3,80,6960,18160,2,0,2,2.89999961849997,102000,0,2
1,67,12000,48000,1,0,2,1.69999980929995,107000,0,2
1,57,13920,13920,2,0,1,2.19999980929995,83500,0,2
3,39,6780,6780,2,0,1,1.5,64000,0,2
0,34,9960,9960,2,0,2,1,13000,1,2
1,100,7740,29740,1,0,1,2.69999980929995,144500,0,2
1,130,7200,37200,1,0,1,2.69999980929995,131500,0,2
29,70,2952,2952,1,0,1,1,37000,0,2
0,70,4200,4200,3,0,2,1,75000,0,3
2,200,15000,15000,2,1,2,2.89999961849997,130000,0,3
0,130,28980,28980,1,0,2,2.39999961849997,108500,0,2
19,130,7800,33800,2,0,2,3.39999961849997,134500,0,2
2,56,10380,10380,1,0,2,1.69999980929995,85500,0,2
17,107,648,648,2,0,2,3.39999961849997,141000,0,2
36,70,7860,7860,2,0,2,1.69999980929995,86000,0,2
17,76,11712,11712,2,0,2,3.89999961849997,107000,0,1
13,130,12600,60600,2,1,2,2.39999961849997,133000,0,3
42,82,7200,9000,2,1,2,1,34500,0,3
8,97,5400,19400,1,1,2,3.69999980929995,94000,0,1
1,150,4152,15152,2,1,2,1.69999980929995,69500,0,3
10,107,4800,24300,2,1,2,2.19999980929995,121500,0,2
6,37,3720,3720,1,1,2,1,54500,0,2
10,144,7080,36077,2,1,2,2.89999961849997,164000,0,2
8,104,4920,19820,2,1,2,2,59500,0,2
53,100,5640,5640,2,1,2,1.69999980929995,165500,0,3
61,45,0,0,2,1,2,1.69999980929995,47500,0,2
44,70,720,720,1,1,2,1.69999980929995,50000,0,2
58,50,2400,2400,2,1,2,1.69999980929995,46500,0,2
8,100,3300,9300,1,0,1,3.59999942779998,110500,0,2
2,28,6360,6360,2,0,2,1,22500,0,2
23,120,10296,10296,2,0,1,2.39999961849997,89500,0,2
35,75,5100,5100,1,0,2,1.69999980929995,62500,0,2
26,130,5340,5340,2,1,2,3.59999942779998,135000,0,2
17,110,5760,5760,2,1,1,3.39999961849997,166000,0,2
38,98,4188,24188,2,1,1,2.69999980929995,112000,0,2
66,50,600,600,2,1,2,2.39999961849997,86500,0,2
10,30,3348,3348,2,1,2,1,44500,0,1
40,60,252,252,1,1,2,1.69999980929995,55000,0,3
10,118,2652,13652,2,1,1,2.19999980929995,107500,0,2
3,105,2172,26172,2,1,2,3.19999980929995,132000,0,2
33,140,4740,8740,1,1,2,2.69999980929995,83500,0,2
79,20,1200,1200,2,1,2,1,25000,0,2
25,78,8400,8400,2,1,1,1.69999980929995,86000,0,2
2,118,7800,37800,2,1,1,2.19999980929995,149000,0,2
3,25,3600,3600,-9999,1,2,1,22000,1,1
9,100,3000,3000,1,1,1,1.69999980929995,89000,0,3
30,56,7800,7800,1,0,2,2.69999980929995,109000,0,1
28,78,7200,7200,2,0,2,1.69999980929995,117000,0,2
17,44,9000,9000,2,0,2,1.69999980929995,105500,0,2
16,66,2520,2520,1,0,1,2.19999980929995,69500,0,2
4,102,8520,32520,1,0,1,2.89999961849997,144500,0,2
0,125,34320,47070,2,0,2,2.69999980929995,67000,0,2
5,120,1200,25200,1,1,1,2.89999961849997,122500,0,2
40,100,3456,3456,2,1,2,1.69999980929995,78000,0,3
10,76,12720,12720,2,1,2,2.89999961849997,87500,0,2
15,62,12000,12000,1,1,2,3.09999942779998,148500,0,2
49,130,300,300,1,1,2,1.69999980929995,56500,0,2
17,84,17460,17460,1,1,2,2.19999980929995,57000,0,2
56,40,1800,1800,2,1,2,1.69999980929995,49500,0,1
11,68,7920,7920,1,0,1,2.39999961849997,123500,0,2
56,68,6120,6120,1,0,1,1.69999980929995,93000,0,2
1,61,12000,12000,2,0,1,1.69999980929995,101000,0,2
3,120,6180,17680,2,0,1,2.69999980929995,127500,0,3
8,90,7920,10720,1,0,2,2.69999980929995,124000,0,2
11,112,4800,32000,2,0,1,3.19999980929995,169500,0,2
12,119,9000,16000,1,0,1,2.89999961849997,132500,0,2
6,48,9120,19120,1,0,2,2.19999980929995,62500,0,1
